source_name	source_url	r2_key	extension	content_type	sha256	bytes
097 — রাত-দিন দানকারীর পুরস্কারের আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/097-dua-for-guidance-surah-al-baqara-2-274.mp3	mp3	audio/mpeg	cb240577d2d407da62c1828dc0d2f7193d42f49ab2e3e97ada58cc6beb8e4072	853460
098 — ভয় ও দুঃখমুক্ত জীবনের সুসংবাদ — ধীর ও স্পষ্ট অডিও.mp3		duas/098-dua-for-faith-surah-al-baqara-2-277.mp3	mp3	audio/mpeg	8e0b5c857482ebf990d428c7d1bbcfb9e15b7f7e7799217b744db64f7c036d6b	692942
099 — ঈমান ও ক্ষমার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/099-dua-for-forgiveness-surah-al-baqara-2-285.mp3	mp3	audio/mpeg	23ebd8b131145d60537e0f95a742f57571290627caf4954cb1bd21a74e9ec782	1124536
100 — ইলমে গভীরতার আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/100-dua-for-faith-surah-aal-i-imraan-3-7.mp3	mp3	audio/mpeg	e795a0f59d7aa21bed70b8bf1f6e4a52046b2d6024ddd280b4c91359a2c5f4a4	1245878
101 — কিয়ামে সমবেত হওয়ার বিশ্বাসের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/101-dua-for-guidance-surah-aal-i-imraan-3-9.mp3	mp3	audio/mpeg	1df2e052271d94657601d1bdd91f50be4f42c1843b7c6776b9b784b43ab2aee4	544730
102 — মুতাক্কীদের জান্নাতের সুসংবাদদের আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/102-dua-for-guidance-surah-aal-i-imraan-3-15.mp3	mp3	audio/mpeg	5157956ec5bca8adead915bfd939426b6b5e9d9bf73ea5d1cf87187b001dbe83	954078
103 — সন্তানকে আল্লাহর পথে উৎসর্গের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/103-dua-for-family-surah-aal-i-imraan-3-35.mp3	mp3	audio/mpeg	79b93f82651d904520aec1dd6832d0cf71b858560d07bac550966e1ecd04ce9e	1033944
104 — সন্তানকে শয়তান থেকে রক্ষার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/104-dua-for-family-surah-aal-i-imraan-3-36.mp3	mp3	audio/mpeg	418d18523779f2b593e509deed1d371be6bd305e80bb12520631f7b5cf643245	990164
105 — বার্ধক্যে সন্তান লাভের আশার আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/105-dua-for-guidance-surah-aal-i-imraan-3-40.mp3	mp3	audio/mpeg	79ae148df253e0712ccd82647d0ccdfe2d2fcc119edf8ec330c0b3f06a862b1e	711380
106 — নিদর্শন চাওয়ার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/106-dua-for-guidance-surah-aal-i-imraan-3-41.mp3	mp3	audio/mpeg	3b73c8e6b56b2069eedf47e8f22257d3183fb32c666d808aad11eb2adf9f2da3	1493180
107 — ইবাদতে একনিষ্ঠতার আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/107-dua-for-guidance-surah-aal-i-imraan-3-43.mp3	mp3	audio/mpeg	43c27374e4e684a797e82172246416ad1baeb9effd2d8c95e18ea3e57fee08f0	573120
108 — আল্লাহর অসীম কুদরতে আশার আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/108-dua-for-guidance-surah-aal-i-imraan-3-47.mp3	mp3	audio/mpeg	209724cd87a04fb942a3e47a800c610ec1457d1461a1766072114dd158a8e287	1132238
109 — আল্লাহর ইবাদতই সরল পথ — আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/109-dua-for-guidance-surah-aal-i-imraan-3-51.mp3	mp3	audio/mpeg	2c3063178c5a8fac48fc8f498e7e19893ca648a7835468be80ef023415fa7d4c	547020
110 — হেদায়াত একমাত্র আল্লাহর — আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/110-dua-for-guidance-surah-aal-i-imraan-3-73.mp3	mp3	audio/mpeg	af650bf0e51d03da64acb88a90f3a30c873d57f589700b028c366fa84010f6df	1137618
111 — জ্ঞানের জন্য বিনয় প্রকাশের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/111-dua-for-guidance-surah-al-baqara-2-32.mp3	mp3	audio/mpeg	995ad6780711a9f6a2ee3e40ec68208ca5d8278f6e8368fcc043c77694f1edc3	442580
112 — রাজত্ব ও সাম্রাজ্যের মালিকের কাছে দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/112-dua-for-guidance-surah-aal-i-imraan-3-26.mp3	mp3	audio/mpeg	2f0bf2adb2966c53a9441dc98b7d499eebcc4b45e836d358cdd0c78b22dbe33d	402656
113 — সাক্ষ্যদানকারীদের দলে লেখার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/113-dua-for-faith-surah-al-maaidah-5-83.mp3	mp3	audio/mpeg	d494f7441ad619fa78475765220f5358b2d7c7041e8bdade7f5965f77c52dd20	366548
114 — আসমানি রিজিক চাওয়ার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/114-dua-for-guidance-surah-al-maaidah-5-114.mp3	mp3	audio/mpeg	20d7b77f492b2ff5e25baa2b76358a37207472f03cffaffe4b13722dd5be8b74	259014
115 — জালিমদের দলে না পড়ার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/115-dua-for-protection-surah-al-araaf-7-47.mp3	mp3	audio/mpeg	1966c7b9417917c4afbfa1fd3d6fa15afdc610a59ecf048e62fcef0b45c9ddad	371912
116 — আল্লাহই আমার জন্য যথেষ্ট — ভরসার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/116-dua-for-protection-surah-at-tawbah-9-129.mp3	mp3	audio/mpeg	4cabef4e58e63852b57d17f8ecbd07b84033b08ee972df2f14593e919c998dcb	356574
117 — কষ্ট দূরকারী একমাত্র আল্লাহ — ধীর ও স্পষ্ট অডিও.mp3		duas/117-dua-for-protection-surah-yunus-10-107.mp3	mp3	audio/mpeg	615523b0803801dc4189e41f6112d1885c830f3b14086c31156d671b08495b5c	475592
118 — আল্লাহর কাছে তাওফীক চাওয়ার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/118-dua-for-guidance-surah-hud-11-88.mp3	mp3	audio/mpeg	1596309d24600cbb99119000bdabf8c01db26d46f2aa3b0b0511264fd65b257b	398804
119 — গুনাহ থেকে বাঁচতে ইউসুফ নবীর দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/119-dua-for-protection-surah-yusuf-12-33.mp3	mp3	audio/mpeg	63d0141c967a3c97777ed155048cd3ab1624cb6d086ae3eaf5690cc5228454f8	333526
120 — নিজেকে সংশোধনের শিক্ষা — আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/120-dua-for-guidance-surah-ar-rad-13-11.mp3	mp3	audio/mpeg	98f3289c2513e37df78600bb176d28ed75f9f4bb05198bf09178c7968c607b76	331214
121 — শোকে নিয়ামত বৃদ্ধির আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/121-dua-for-faith-surah-ibrahim-14-7.mp3	mp3	audio/mpeg	64c1eff739e05508e3ed9f763c43f266af242922c7a8d594ea4556f00a7a592f	343494
122 — পবিত্র জীবনের প্রতিশ্রুতির আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/122-dua-for-faith-surah-an-nahl-16-97.mp3	mp3	audio/mpeg	4fe7ae1488baf4d6665b9ff18198203804cdebac95510361cd5a3817adb8611f	381138
123 — আল্লাহর প্রশংসার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/123-dua-for-guidance-surah-al-israa-17-111.mp3	mp3	audio/mpeg	fee701491b1a2e2cda79f0024f8fb165e29d3f4d50b95d2972e609298f27c519	285886
124 — বার্ধক্যে আশা না হারানোর দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/124-dua-for-guidance-surah-maryam-19-4.mp3	mp3	audio/mpeg	6626201577536a096a4ef3a0ea00c3c31d872bdaa7cd099bd38efabb4aaffb22	259022
125 — উত্তরসূরি নিয়ে দুশ্চিন্তার সময়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/125-dua-for-faith-surah-maryam-19-5.mp3	mp3	audio/mpeg	6f73ee68d6353312c462ed12bae54833302a0f2019a67c2798f6e1be9bd0711c	394978
126 — উত্তরাধিকারী সন্তান চাওয়ার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/126-dua-for-guidance-surah-maryam-19-6.mp3	mp3	audio/mpeg	ce8e9c628d420a0a5b8b9caba5db8fffbeb32ca369881d77abf103f67dbf00e7	302804
127 — ইনসাফ ও সাহায্যের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/127-dua-for-guidance-surah-al-anbiyaa-21-112.mp3	mp3	audio/mpeg	c95b438124489f106e2f0de70c954bf32d175a4019f0b1500b5b1d48af6ef921	312768
128 — অধিকারকারীদের বিরুদ্ধেসাহায্যের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/128-dua-for-guidance-surah-al-muminoon-23-26.mp3	mp3	audio/mpeg	7f654aedb1e199859d6d184edfd1ce812a5f006f515a03700963f0352f80b289	388830
129 — খিলাফত ও নিরাপত্তার ওয়াদার আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/129-dua-for-guidance-surah-an-noor-24-55.mp3	mp3	audio/mpeg	586c65dad52a55efdfb3a6f94ff664939f195d94f7147ff40a6755dadaeeda0d	414164
130 — বিনয়ী বান্দাদের গুনের আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/130-dua-for-guidance-surah-al-furqaan-25-63.mp3	mp3	audio/mpeg	36ba531afd224440a02dcbe0da24e1bd996dc7bb555c87ff175172435909de06	315848
131 — ইবরাহীম (আঃ)-এর নেক সন্তানের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/131-dua-for-family-surah-as-saaffaat-37-100.mp3	mp3	audio/mpeg	036a889d3f254d86d51a72f0cc803f3f41464e4637e9bd25ea34393b6cc79347	358102
132 — আজাব দূর হওয়ার আকুতির দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/132-dua-for-forgiveness-surah-ad-dukhaan-44-12.mp3	mp3	audio/mpeg	96e6b73948ba0e3ff91fe5805d42a13cf6305ad944a929ac17ac3140ef1baf5f	515530
133 — আল্লাহর সুন্দর নামসমূহের আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/133-dua-for-guidance-surah-al-hashr-59-22.mp3	mp3	audio/mpeg	7d9dbe74511f33f021e7ef6d0c231d351bcd03851b2f05627022ae58b583f6e2	580814
134 — সাইয়্যিদুল ইস্তিগফার — ধীর ও স্পষ্ট অডিও.mp3		duas/134-dua-for-forgiveness-surah-quran-x-134.mp3	mp3	audio/mpeg	31bd70b035eac3e53ea1feac7b4cca21e28e806d0139c37a47a9eb83eb977b84	289724
135 — দোয়া মাসুরা — নামাজে ক্ষমা চাওয়ার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/135-dua-for-forgiveness-surah-quran-x-135.mp3	mp3	audio/mpeg	16e8eaad0b2c5df09703d035668663767d9ef9ce9427cb61906e734c9ce7d86c	259044
136 — হেদায়াত, তাকওয়া ও অভাবমুক্তির দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/136-dua-for-guidance-surah-quran-x-136.mp3	mp3	audio/mpeg	8fc45541ecf5c445e5cc99d6ba862f3c227f56900034d6f06549b8be4881e11d	398812
137 — দুনিয়া-আখিরাতে আফিয়াতের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/137-dua-for-forgiveness-surah-quran-x-137.mp3	mp3	audio/mpeg	dfef267289178b6da67a663df331938636be872017056d8de9cda1b65c275e66	314320
138 — দুশ্চিন্তা ও দুঃখ থেকে মুক্তির দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/138-dua-for-protection-surah-quran-x-138.mp3	mp3	audio/mpeg	091059f5f9f362f83e27f18a7b81bd5baa8fcaa40b55e1a790d329d17282cfad	753626
139 — উপকারী জ্ঞান লাভের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/139-dua-for-forgiveness-surah-quran-x-139.mp3	mp3	audio/mpeg	3cb51d19468d5e609a9b6df16d1be3cd0fa36b81e54747331530d7b6969ed166	381890
140 — কোনো স্থানে অবতরণের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/140-dua-for-protection-surah-quran-x-140.mp3	mp3	audio/mpeg	241041b5f0ed1a5a027f4b81b683ad6e31fcccc8d6f9dbfa453f5b933f6a41a4	375748
141 — সকাল-সন্ধ্যায় ক্ষতি থেকে সুরক্ষার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/141-dua-for-protection-surah-quran-x-141.mp3	mp3	audio/mpeg	b1df07324a50baff636940465622d8227d784bcaecdb2c771eaafcf30cdf72a0	358114
142 — দ্বীনের উপর সন্তুষ্টির জিকির — ধীর ও স্পষ্ট অডিও.mp3		duas/142-dua-for-guidance-surah-quran-x-142.mp3	mp3	audio/mpeg	a066c5accef44af8e8d177dabe2566c8e79d33b3114f61d969a4645738def2d1	477898
143 — লা ইলাহা ইল্লাল্লাহ — শ্রেষ্ঠ জিকির — ধীর ও স্পষ্ট অডিও.mp3		duas/143-dua-for-guidance-surah-quran-x-143.mp3	mp3	audio/mpeg	44071e1c662189154324f1dc9dc027feda9ed28e08ef98978d14dfc4a21944ac	338904
144 — সুবহানাল্লাহি ওয়া বিহামদিহি — সহজ জিকির — ধীর ও স্পষ্ট অডিও.mp3		duas/144-dua-for-forgiveness-surah-quran-x-144.mp3	mp3	audio/mpeg	539b7f0a70dba11bc63b6d546df3cde54a36c6f6e3674e17edb86578a3a7812c	360418
145 — সুবহানাল্লাহিল আজিম — প্রিয় জিকির — ধীর ও স্পষ্ট অডিও.mp3		duas/145-dua-for-guidance-surah-quran-x-145.mp3	mp3	audio/mpeg	97676d475dbac41774900c3a4302c7ebc3cff69944ce22021c8d3f226e51507a	392662
146 — আস্তাগফিরুল্লাহ — প্রতিদিনের ইস্তেগফার — ধীর ও স্পষ্ট অডিও.mp3		duas/146-dua-for-forgiveness-surah-quran-x-146.mp3	mp3	audio/mpeg	def7eee8282290a80e0dda72c43e3a1b816cf9c58e829cf74f41d51152704a92	387294
147 — অন্তর স্থির রাখার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/147-dua-for-patience-surah-quran-x-147.mp3	mp3	audio/mpeg	739fa93745baf9ef0e2971cdd98d7df1df50f95de1622acaabdafbcf3ee12dbf	361920
148 — দ্বীন-দুনিয়া সংশোধনের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/148-dua-for-faith-surah-quran-x-148.mp3	mp3	audio/mpeg	26ac9614bca6dfd9942bc8d0fa276fa73712f06a7dc29818daa911aa583ac2d1	631498
149 — জান্নাত চাওয়া ও জাহান্নাম থেকে পানাহের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/149-dua-for-protection-surah-quran-x-149.mp3	mp3	audio/mpeg	b91c14490e280a2129602b65f6a1875dd16de51d0f822c76bb62f1fe95a0c4ff	477164
150 — আজাব থেকে বাঁচার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/150-dua-for-protection-surah-quran-x-150.mp3	mp3	audio/mpeg	a59ca0220c1688f672c0756844f58dcaeeb698dba97e5cc0179aaec183449cd3	285118
151 — ঘুমানোর দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/151-dua-for-guidance-surah-quran-x-151.mp3	mp3	audio/mpeg	20446b0bf9cce117d9458330090a52d87a52cd12605fefebccd3a625f415c72f	149164
152 — ঘুম থেকে জাগার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/152-dua-for-guidance-surah-quran-x-152.mp3	mp3	audio/mpeg	5ca1982ce56e6ad1e4f45e7bf54272a47e149ffb894c80997146c05d8a8b2c34	461754
153 — ঘরে প্রবেশের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/153-dua-for-guidance-surah-quran-x-153.mp3	mp3	audio/mpeg	602adb160a823c2eb9b429170921c6f0306526d63300f8cdba70100feae326b9	635318
154 — ঘর থেকে বের হওয়ার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/154-dua-for-protection-surah-quran-x-154.mp3	mp3	audio/mpeg	c255712bf0a5312f8ec65d742d9b7e6552e6632e9b792d5ac9817dfabde79df1	341186
155 — জিকির ও শোকে সাহায্যের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/155-dua-for-guidance-surah-quran-x-155.mp3	mp3	audio/mpeg	afce347fcdbfa2fdfbbb688fac28734f82dd8c7e72c21c841feba226af9db10f	560074
156 — আল্লাহর ভালোবাসা লাভের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/156-dua-for-guidance-surah-quran-x-156.mp3	mp3	audio/mpeg	252a33e04a848eaadd31823df9e5b94fd00fd17fdb8053789f1bae70b4bb6077	282058
157 — নিয়ামত হারানো থেকে আশ্রয়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/157-dua-for-protection-surah-quran-x-157.mp3	mp3	audio/mpeg	2db5d5f3b7fcfec4af95804baee82217a7daeee3da80e4c8c4b8be3a77be51d8	370390
158 — জাহান্নামের আজাব থেকে আশ্রয়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/158-dua-for-patience-surah-quran-x-158.mp3	mp3	audio/mpeg	c3252ba0fc0bd91fc3b29f449e8a41c65455657e76ae436b0eea21366e6d6d7f	400346
159 — রোগী দেখার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/159-dua-for-guidance-surah-quran-x-159.mp3	mp3	audio/mpeg	a275e974b12c49ff8dddc6db6c5557346d4a037c21ac0ecb0872526a6d1b44f8	352690
160 — শরীরে ব্যথা অনুভব করলে পড়ার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/160-dua-for-protection-surah-quran-x-160.mp3	mp3	audio/mpeg	198b8d46e91e3fd49be39fa298102756c92e95473ba0f1221b2f8a85d044e485	322006
161 — আয়নায় দেখার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/161-dua-when-looking-in-the-mirror.mp3	mp3	audio/mpeg	08ee80ad0bc3cfb1e80491d03a954f5ee297b002467f5f782c27bf85904c55bc	320440
162 — নতুন জামাকাপড় পরার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/162-dua-when-wearing-new-clothes.mp3	mp3	audio/mpeg	57d8b46ebbfc4ff81b479295eadd8940eddb0020c0918f25cc32c0da4375d9cc	765124
163 — সূরা ইখলাস — ধীর ও স্পষ্ট অডিও.mp3		duas/163-surah-al-ikhlas.mp3	mp3	audio/mpeg	ffbf1bcd7e39aeef5f3f7d69e896097dec0d879109b4b3488de7814d2de2c8b0	585382
164 — জাহান্নাম থেকে বাঁচার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/164-allahumma-ajirni-minan-naar.mp3	mp3	audio/mpeg	69c258b6787f859718c2623518f3971b4adffb44b895c3b86a849cb8f1a58f42	275912
165 — ঘুমানোর আগের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/165-dua-before-sleeping.mp3	mp3	audio/mpeg	9e2582dfd093fda29cc4be37828a47b16ff4573cc323ecc1ddfa7837cc353933	282038
167 — রোযা অবস্থায় ঝগড়ার সময় দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/167-dua-when-provoked-while-fasting.mp3	mp3	audio/mpeg	b48ee6319e181f21e2bd55df6ca49da2536561eb5888ebae795af79393373312	308176
168 — রোগীর জন্য দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/168-dua-for-the-sick.mp3	mp3	audio/mpeg	9784c0ff36d4521ce84c9012e70bcdb1a3db7e45f44e23c3f4cc64fcf461f5be	723634
169 — টয়লেটে প্রবেশের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/169-dua-before-entering-toilet.mp3	mp3	audio/mpeg	ee5f269d03639d27bf04d1eb82a6a383e8f221e236a5ffe99a212a1244fa31b5	423358
170 — আয়াতুল কুরসী — ধীর ও স্পষ্ট অডিও.mp3		duas/170-ayatul-kursi.mp3	mp3	audio/mpeg	75d99a65dc13bd5a17fba31348289e4297ae3ff6c7b864fdb5dbe567263fefe7	1923244
171 — সূরা ফালাক্ব — ধীর ও স্পষ্ট অডিও.mp3		duas/171-surah-al-falaq.mp3	mp3	audio/mpeg	5dd6fc239d59539a552f592ae0a1e583bb5ff276308fed51088b5272bd6100b6	911018
172 — পিতা-মাতার জন্য দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/172-dua-for-parents.mp3	mp3	audio/mpeg	b24aa4a9a3b5613f066636216317c4f9c05a60ce1d2fab333772476860471398	345020
173 — সফরের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/173-dua-for-travel.mp3	mp3	audio/mpeg	07e2c9014ca99ebafb9f78010dd4eedfb8c9dbab2b28ea6291b00137dd92caa1	621480
174 — সেহরির দোয়া (রোযার নিয়ত) — ধীর ও স্পষ্ট অডিও.mp3		duas/174-dua-for-sehri-intention-for-fasting.mp3	mp3	audio/mpeg	15c673fff1e768c56eca2025c8e384c6d4151f6a9c8daf1da4c29576ad3df1b6	312006
175 — সূরা নাস — ধীর ও স্পষ্ট অডিও.mp3		duas/175-surah-an-nas.mp3	mp3	audio/mpeg	fe5d4a331c899095147de8e008e8c6f97e9388dc37c73e9fbcd47546c1c84ac6	1192098
176 — অযুর পর দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/176-dua-after-wudu.mp3	mp3	audio/mpeg	d008a52a1d7a51c821335923d22a43c42d315cb3f766f5948031718fbc12c1b9	531628
177 — তারাবীর নামাজের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/177-dua-after-every-4-rakats-of-taraweeh.mp3	mp3	audio/mpeg	2a2dd3cb8b11d0e4e96eafd5f9cddd889ad165c42014fbb67fca1c88e924c2a5	566204
178 — ইসমে আযমের দোয়া (অত্যন্ত ফজিলতপূর্ণ) — ধীর ও স্পষ্ট অডিও.mp3		duas/178-ইসমে-আযমের-দোয়া-অত্যন্ত-ফজিলতপূর্ণ.mp3	mp3	audio/mpeg	02baacd29132fad5e6e50f73d8b6a747d10341bcc5e017df615783433884e83e	909532
179 — সূরা বাকারা ২:২৮৬ — ধীর ও স্পষ্ট অডিও.mp3		duas/179-al-baqarah-2-286.mp3	mp3	audio/mpeg	5a1db090d6f78e50f1f42b04b35a4bdfd0c53427161883f6f1c67745d32d0b3e	1818036
180 — সূরা বাকারা ২:২৮৫ — ধীর ও স্পষ্ট অডিও.mp3		duas/180-al-baqarah-2-285.mp3	mp3	audio/mpeg	4b2c83439b776f7a0f0f6e8495fc653590335dfc4364b8e3054ccb10a4a4d695	1126068
181 — বিপদের সময় দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/181-dua-in-times-of-distress.mp3	mp3	audio/mpeg	a5298a02bc91c4b0f295019711ed95265d297ce3c539ac3efcd6800d3f6e0e03	1209012
182 — সন্তানের জন্য দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/182-dua-for-children.mp3	mp3	audio/mpeg	e2ddfa2f300f1f54ede69d447f99d5d1c6ba6ac01f25b73ed9273c9a43a6fbfa	580792
183 — বৃষ্টির সময় দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/183-dua-when-it-rains.mp3	mp3	audio/mpeg	879d40785ea6057fb04865ce20dfa26804d10592f3db95b1a532349b428803b6	337334
184 — উপকারী জ্ঞানের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/184-dua-for-beneficial-knowledge.mp3	mp3	audio/mpeg	8c5cb9ac2957f49881fbd3dc01dc6790c7b5b60c33a31eb2961f2ea190b244c9	558522
185 — চিন্তা ও দুঃখ দূরের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/185-dua-for-anxiety-and-sorrow.mp3	mp3	audio/mpeg	b5014723aa615685fab658b4b7aa86c5ab0dbf62d13e4e1184bc9a88f35f826e	1007812
186 — ইফতারের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/186-dua-for-breaking-fast.mp3	mp3	audio/mpeg	49bf7ffb42a372a17b60fbbaca23ba4807301e78f5fdba8ad86c8af1aac62271	458668
187 — খাবার শেষের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/187-dua-after-eating.mp3	mp3	audio/mpeg	02cfb293aaceb0f0e679128bd2f9cf08b4b1e7ac1775dc5d775424a0695fb12c	434868
188 — সায়্যিদুল ইস্তিগফার — ধীর ও স্পষ্ট অডিও.mp3		duas/188-the-master-of-seeking-forgiveness.mp3	mp3	audio/mpeg	96ffd30ba0ee7982d7a962dadccae5c75824629d5f3ad8305e6945f481f09042	988602
189 — বদনজর থেকে রক্ষার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/189-dua-for-protection-from-evil-eye.mp3	mp3	audio/mpeg	3705409f1c9035a58feddb752c6181378db54b6973da95cd2db0494ae7e8c6c6	652224
190 — বিতর নামাজের দোয়া কুনুত — ধীর ও স্পষ্ট অডিও.mp3		duas/190-dua-qunut-for-witr-prayer.mp3	mp3	audio/mpeg	66bf37c2a7e0be23ade78c1b1c6b8dbbc19d267e0b4ad2e9b2398b6c480aec05	1233602
191 — সূরা আল-ফাতিহা — ধীর ও স্পষ্ট অডিও.mp3		duas/191-surah-al-fatihah.mp3	mp3	audio/mpeg	7233e026578c9c14c2b676906b37e51852ce0b56e39006a993b5389fbf9004ce	1656750
192 — জানাযার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/192-dua-for-funeral-prayer.mp3	mp3	audio/mpeg	0b90ba6d8fd8eddda635a7f906f5b97c0321f37e7282a4bb614f668ddef5f125	1041580
193 — লাইলাতুল কদরের বিশেষ দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/193-special-dua-for-laylatul-qadr.mp3	mp3	audio/mpeg	8381de88ef8b9376c10885126ad1de05985a233bd5d6459040c8d89dbce3a1fb	338886
194 — হজ্জের তালবিয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/194-talbiyah-hajj-chant.mp3	mp3	audio/mpeg	51b4eec25a5f611f25c71bff49fc94e7c86fe56cf846b711bbf7fc9f1794427f	715952
195 — খাবার শুরুর দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/195-dua-before-eating.mp3	mp3	audio/mpeg	2c7e91fc5fc9fb2ee30643b63075cb2b590ae33130a11c04fb61594b4b85474e	250548
196 — জাদু ও অশুভ শক্তির বিরুদ্ধে কুরআনের শক্তিশালী আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/196-verses-against-magic.mp3	mp3	audio/mpeg	1e9c147c7bf5fb2e5000acc813dd19db85ae23221384d35649e5004a1876d456	1500918
197 — সকালের যিকির — ধীর ও স্পষ্ট অডিও.mp3		duas/197-morning-remembrance.mp3	mp3	audio/mpeg	00c4e7e2853c41e56b4a29a4915760180bd4cf49e2cd4eee35c1bf9ad99af6ed	500138
198 — ইস্তিখারার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/198-dua-for-guidance-istikhara.mp3	mp3	audio/mpeg	2fd138d999e46b7f2ecf3ea4847cb9ce97344dfd4f520cca824e9d55fd50a4c7	729010
199 — মসজিদ থেকে বের হওয়ার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/199-dua-when-leaving-masjid.mp3	mp3	audio/mpeg	a2f4d64884f305e71230105a3cdb6983eb98030a50c1c397c4e7a96390195692	319688
200 — সূরা ফালাক — ধীর ও স্পষ্ট অডিও.mp3		duas/200-surah-al-falaq-2.mp3	mp3	audio/mpeg	6b96d644aedf47c2f4b28a561e94cd2486a4cd87809e3ecc8560edfd16f9affe	992422
